,评论内容
2257,真相是什么不清楚也不妄传，但学校处理方式确实有很多不合常理之处！1，学生出事第一时间不通知家长。2，家长来了解情况大门都不让进。3，孩子没有了救护车到了现场不进医院停尸等待家长处理意见而直接拉到殡仪馆。4，学校如果有证据，如：120进校时间，或部分视频完全可以做澄清。希望有真相告慰逝者
2258,3亿美元的威力开始显示了。
2259,警方这个通报比教育局的还简短，除了加了一句家属无异议，有披露一丁点儿详情吗？最后又不出所料地喊出了不信谣不传谣，难道不知道所谓谣言正是因为信息披露不及时不透明吗？家属作为个体可以被无异议，公众对关键监控缺失的关切不能再不了了之。
2260,悲伤的消息
2261,那就这样就结束了？
2262,我真心觉得太有必要净网了，到底能不能实名制把水军这种东西掐死啊
2263,无异议，就无异议了……
2264,这种手法叫留白，就是给你留下悬念让人自己揣测，你要不想有人想起这事只能从无数真真假假的信息和恶意的节奏中揣测还是公布真相比较好
2265,#山东莱阳一高中生校内不明不白死亡# 还有这个！！！
2266,监控呢？
2267,哎
2268,回复@华粤槎:如果死的是你的儿子，估计你不会这么说了！对一个母亲来说，想知道自己的儿子是如何跳楼自尽的，不为过吧？
2269,“家属对调查结论无异议。同时呼吁公民不信谣、不传谣，共同营造清朗网络空间，维护良好社会秩序。” 这句话已成为一句笑话了！
2270,看这些人有人性吗？//@华粤槎:该事件爆出后，在短时间内转载数十万条流量暴涨舆论持续发酵，还是同样的套路，还是熟悉的配方。营销号 带数字ID的号 网上传教士的号 僵尸号 新号今天都很活跃啊！到处转发 评论和控评，看来三亿美元拨款下来了今天至少被四个带节奏的号删贴控评拉黑了
2271,直接管理老师，年级主任万丽霞总应该出来面对你学生的家长吧？这个都做不到吗？
2272,排除刑事案件
2273,大家难道还没从鲍毓明事件吸取教训么…还没从李文亮医生的逝世吸取教训么…还有姚策母亲那件事情…什么事情发生只想黑幕黑幕…呵呵…你心里也太阴暗了…当然不排除可能有这种情况…但是，前后发生的一系列事情…我还是更相信zf的  更相信xx！ 【坐等最后的证据…】…不要被人利用了你的善良…
2274,家属都没异议了，这件事也就到此为止。
2275,@人生就像泡沫 这是真的吗？
2276,回复@蓝天海bss 的赞:握手
2277,你的新媒体班底是不是该换了啊
2278,公信力－99
2279,高中时候也发生过学生去世的事情（是学生自己的原因，在自己家轻生的，报纸都报道了），学校虽然也怕有负面新闻，可老师并没刻意隐瞒，反而第一时间开班会给我们做心理辅导，告诉我们校园生活和社会的区别，具体的话不记得了，但总之很暖心，高中时期真的我是目前为止最幸福的一段时光。
2280,没有录像说个pi，社会大众信吗？大家都需要证据
2281,只求一个问心无愧是世上最难做到的事
2282,谢谢新华社
2283,想想孙小果都能从死刑犯改判最后还申请了发明出狱到后来更加肆无忌惮犯下更多滔天大罪，这通告真实性可想而知
2284,这个比教育局那个公告强很多，真的要吸取危机应变教训，死亡者家属心灵真的需要安抚，这个社会应对越温情回馈越温暖
2285,也许要考虑让各路官方学学怎么回应网络疑问
2286,新时代下的舆情该如何甄别？该如何应对？该如何引导？……确实需要各公信部门、官方媒体去深思、去改变、去作为！
2287,希望他的父母早日从悲痛中走出来
2288,感慨生命的脆弱 明明上午还和妈妈说母亲节快乐
2289,不要随意传谣尊重事实让逝者安息
2290,一定要加强教育引导孩子正确的生命价值观
2291,只希望家属得到一个属于他们的真相
2292,这个打击好大
2293,为什么不经过家长的同意就火化
2294,感觉警方的通报并不明确
2295,太搞笑了
2296,一定要公布监控
2297,相信警方会给一个交代的
2298,好吓人
2299,一定要严查，给人一个交代
2300,真的太可惜了
2301,最难过的一定是父母
2302,父母一定很心痛
2303,不做理中客，相信事件真相
2304,舆论也是挺可怕的
2305,就这样的结果家长接受？无缘无故孩子没了，也不追究了
2306,家长都同意了？？？
2307,包括新华社在内的许多国媒都被带上节奏了，是可喜还是可悲？教员说，别做群众的尾巴。网络世界不是靠流量而是靠信仰。
2308,不信谣不传谣严肃处理
2309,必须要有一个公道
2310,一定要调查清楚，给大家一个说法
2311,看到这个感觉挺心疼的
2312,这个问题真的是所有人都该关注
2313,就这样就接受了这个结果？
2314,姐妹们一起来看这个
2315,一定要得到一个解决
2316,希望能够给我们一个合理的解释
2317,一定要引起重视，得到解决
2318,就这样就算解决了嘛
2319,这个问题应该深入解决
2320,希望有一个公平公正的对待
2321,等待公布结果吧，真的是挺惋惜
2322,还是有点不理解吧
2323,这个问题一定要严肃对待
2324,既然这样就散了吧
2325,这个问题一定要深入了解解决
2326,考验当地政府能力的时候了
2327,这位母亲该有多难过呀
2328,过程和结果一样重要
2329,那问题来了，到底谁在推动未经调查证实的信息在网上发酵？幕后黑手是谁？你们新媒体应该好好反省了！！！！
2330,既然家属无异议 此事本身就不提了吧  至于我们关切的处理事情过程的问题自己思考吧
2331,没人在意六子吃了几碗粉，大家只是想看肠子
2332,受害者家属发的微博啊，校方不作为现在倒来怪舆论了
2333,已阅。愿孩子安息
2334,哈哈哈哈哈哈哈哈哈哈哈哈，家属无异议，真名法治国家呢
2335,造谣的管管吧。不敢相信了
2336,持续关注
2337,我觉得重庆那个小妹自杀案有点离谱了，能翻一翻吗？@新华社
2338,正义网友：一定是我的功劳
2339,图、文、监控都有了，不会还有人不信吧，都说了理智理智再理智，某些人被人当枪使了自己都不知道。
2340,人越蠢，越相信阴谋论
2341,围观人看到切开肚子里的粉，轻蔑的说到，“就是嘛，下次早点切开不就好了，害我们等这么长时间。警察怎么才来，医院怎么不救啊，天天监督你们真是累。”转身离开前，回头吐口痰清清嗓子，“走，下一家”
2342,连文章都没看全就别发言了，里面情况说的已经很详细了，时间线也很完整了，不过，还会有人关心真相吗（或者说，不是他们以为的真相）
2343,孩子跳楼很可惜，但这个事发酵的太快了，当天全网在刷微博热搜全是，利用的就是时间差，网民连调查的时间都不给足警方，很难不让人怀疑，事出反常必有妖。
2344,那群从全国各地飞来，统一举着花大喊口号的人，别有用心啊
2345,都要记住一句话“未知全貌，不予置评”
2346,所以说吃瓜不信瓜啊 让子弹飞一会 之前越传越离谱
2347,其实原本的通稿也没什么错处，给了那个无辜的女孩和丧子的妈妈最大的体面。
2348,我比较心疼49中那些高三的学生，还有20几天就高考了，唉
2349,保护好女孩子
2350,班主任心理健康也关注一下
2351,@霍尊
2352,各位云侦探键盘侠要不要道个歉？江宁婆婆这类大V要不要反思一下？
2353,那个女孩子，一定要保护好的
2354,为什么前几天那么大的质疑，一是处理方式不好，另一方面有黑幕这个印象在民众心里烙印太深了
2355,为什么总有一些人把自己当法官？？？
2356,从事件发生到出详细报告仅仅三天时间，所以我们的媒体能不能等一等，给我们的警察叔叔们一点调查取证的时间？
2357,很奇怪每次发生类似的社会案件，就总有一群人张嘴就来，调查不需要时间吗？取证不需要时间吗？趁着这段时间各种带节奏，总是一副世人皆醉我独醒的样子。他们只看他们想看的，真相对于他们来说是不是不重要？一条鲜活的生命就此消逝对于他们来说是不是也不重要？
2358,被舆论媒体导向了社会的愤怒，视频监控还原了一切真相
2359,家长无异议，监控也公布了，林同学安息吧
2360,我相信国家相信政府，但我保持合理的质疑，下次遇到这种事，我还是会发声，会转发
2361,现在大家好像都表现的很理智一样，开始批评那些当时可能被舆论冲昏了头脑的网友，大家只是很关心这件事情，而且当时的情况确实是警察局没有做详细声明就随便发声，不明真相的大家想法出现偏差也可以理解
2362,早就说了要信警方信政府
2363,政府机关是对的！失去孩子的母亲激动质疑是对的！只有开口跟着质疑的网友是错的？居然还有人说要学会闭嘴？当然不理智的网友是有，但更多的是等待真相的人？为什么我们作为公民不能质疑？不能发声？不能监督？现在结果真相大白，为什么一味地讽刺网友？因为跟别人有同样的质疑就是chun？你们是有多高明
2364,逝者安息，同时以后类似情况出现的时候，要认真对待舆论，才能牢牢掌握主动权，不给别有用心之人以机会
2365,明明是一场令人惋惜的悲剧，为什么会闹成今天这个地步，是否背后有人在引导舆论，挑拨人民对政府和警察的信任。不管怎么样，我始终愿意相信我们的国家和政府，会一直在进步，会越来越好
